                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    109,                 1.9092,                  1.352,                  1.053,                0.20727,                0.18864,                0.11227,                0.03542,                 2.5841,                  2.416,                 1.3345,              0.0006436,              0.0006436,              0.0006436
                    110,                 1.9022,                 1.3327,                 1.0577,                0.21733,                0.19786,                0.11176,                0.03424,                 2.6475,                 2.5512,                 1.3519,              0.0006403,              0.0006403,              0.0006403
                    111,                  1.885,                 1.3076,                 1.0409,                0.20572,                0.18448,                0.12835,                0.04191,                 2.5341,                 2.4283,                 1.3096,               0.000637,               0.000637,               0.000637
                    112,                 1.8865,                 1.3043,                 1.0467,                0.20177,                0.21363,                0.11668,                0.03548,                 2.5546,                 2.6407,                 1.3116,              0.0006337,              0.0006337,              0.0006337
                    113,                 1.8737,                 1.3067,                 1.0422,                 0.2115,                0.15378,                0.11308,                0.03652,                   2.58,                  2.504,                 1.3308,              0.0006304,              0.0006304,              0.0006304
                    114,                 1.8666,                 1.2841,                 1.0327,                0.23982,                0.18022,                 0.1222,                0.03826,                 2.6295,                 2.5147,                 1.3544,              0.0006271,              0.0006271,              0.0006271
                    115,                 1.8859,                 1.2743,                 1.0416,                0.17118,                0.22534,                0.12006,                0.03798,                 2.5562,                 2.4477,                 1.3249,              0.0006238,              0.0006238,              0.0006238
                    116,                 1.8701,                 1.2826,                 1.0371,                0.18038,                0.20117,                0.10976,                0.03481,                 2.5604,                  2.468,                  1.347,              0.0006205,              0.0006205,              0.0006205
                    117,                 1.8572,                 1.2835,                 1.0362,                0.18325,                 0.1961,                0.11629,                0.03677,                 2.5917,                 2.5267,                 1.3496,              0.0006172,              0.0006172,              0.0006172
                    118,                 1.8409,                 1.2511,                 1.0254,                0.16172,                0.20584,                0.11161,                0.03387,                 2.5771,                 2.4506,                 1.3461,              0.0006139,              0.0006139,              0.0006139
                    119,                 1.8804,                 1.2921,                 1.0278,                0.15717,                0.23289,                0.11566,                0.03479,                 2.5991,                 2.4585,                 1.3583,              0.0006106,              0.0006106,              0.0006106
                    120,                 1.8143,                 1.2331,                 1.0258,                0.19118,                0.19567,                0.11749,                0.03485,                 2.6359,                 2.5179,                 1.3665,              0.0006073,              0.0006073,              0.0006073
                    121,                 1.8467,                 1.2584,                 1.0309,                0.19513,                0.20575,                0.11883,                0.03749,                  2.573,                 2.5143,                 1.3462,               0.000604,               0.000604,               0.000604
                    122,                 1.8145,                 1.2357,                 1.0262,                0.17065,                0.19427,                0.11512,                0.03466,                 2.5897,                 2.4862,                  1.335,              0.0006007,              0.0006007,              0.0006007
                    123,                 1.8499,                 1.2659,                 1.0387,                0.20107,                0.17033,                0.11408,                0.03601,                 2.5421,                 2.4572,                 1.3281,              0.0005974,              0.0005974,              0.0005974
                    124,                 1.8166,                 1.2505,                 1.0251,                0.22775,                0.17634,                 0.1206,                0.04112,                 2.5537,                 2.5145,                 1.3587,              0.0005941,              0.0005941,              0.0005941
                    125,                 1.8269,                 1.2356,                 1.0183,                0.15271,                 0.1928,                0.10488,                0.03375,                 2.5529,                 2.5431,                 1.3486,              0.0005908,              0.0005908,              0.0005908
                    126,                 1.8368,                 1.2605,                 1.0275,                0.19627,                0.20062,                0.11958,                0.03723,                 2.5416,                 2.5112,                 1.3161,              0.0005875,              0.0005875,              0.0005875
                    127,                 1.7977,                 1.2141,                 1.0159,                 0.1566,                0.19822,                0.10831,                0.03175,                 2.6543,                 2.5675,                 1.3481,              0.0005842,              0.0005842,              0.0005842
                    128,                 1.8073,                 1.2053,                 1.0222,                0.18236,                 0.2186,                0.11833,                 0.0363,                 2.5551,                 2.5744,                 1.3179,              0.0005809,              0.0005809,              0.0005809
                    129,                   1.84,                 1.2493,                 1.0293,                0.14456,                0.22079,                0.10601,                0.03324,                 2.6018,                 2.4789,                 1.3352,              0.0005776,              0.0005776,              0.0005776
                    130,                 1.8289,                 1.2276,                  1.027,                0.18768,                0.18669,                0.10839,                0.03251,                 2.5952,                 2.5272,                 1.3384,              0.0005743,              0.0005743,              0.0005743
                    131,                 1.7817,                 1.1869,                 1.0121,                0.17077,                0.20891,                0.11287,                0.03601,                 2.6207,                 2.6195,                 1.3652,               0.000571,               0.000571,               0.000571
                    132,                 1.7864,                 1.1914,                 1.0146,                0.16384,                0.20669,                0.11331,                0.03449,                 2.6155,                 2.5829,                 1.3528,              0.0005677,              0.0005677,              0.0005677
                    133,                 1.8177,                 1.2224,                 1.0167,                0.14871,                0.21153,                0.10121,                0.03162,                 2.6374,                 2.5419,                 1.3614,              0.0005644,              0.0005644,              0.0005644
                    134,                 1.7967,                 1.1854,                 1.0146,                0.18286,                0.16219,                0.10427,                0.03228,                 2.6171,                 2.5264,                 1.3555,              0.0005611,              0.0005611,              0.0005611
                    135,                 1.7854,                  1.191,                 1.0184,                0.16906,                0.21682,                0.10979,                0.03563,                 2.6004,                 2.5298,                 1.3601,              0.0005578,              0.0005578,              0.0005578
                    136,                 1.8189,                 1.2079,                 1.0306,                0.14591,                0.21167,                0.09996,                0.03062,                 2.6274,                 2.5304,                  1.367,              0.0005545,              0.0005545,              0.0005545
                    137,                 1.7733,                 1.1854,                 1.0065,                0.15092,                0.20443,                0.10498,                0.03309,                 2.6376,                 2.5419,                 1.3593,              0.0005512,              0.0005512,              0.0005512
                    138,                 1.7922,                 1.1892,                 1.0125,                0.21436,                 0.1623,                0.10771,                0.03488,                  2.615,                 2.5652,                 1.3744,              0.0005479,              0.0005479,              0.0005479
                    139,                 1.7734,                 1.1789,                 1.0142,                0.20655,                0.19062,                0.11696,                0.03625,                 2.6305,                 2.6051,                 1.3579,              0.0005446,              0.0005446,              0.0005446
                    140,                 1.7857,                 1.1661,                 1.0082,                0.15469,                0.21102,                 0.1116,                0.03404,                 2.6594,                 2.5488,                 1.3862,              0.0005413,              0.0005413,              0.0005413
                    141,                 1.7994,                 1.1936,                 1.0192,                0.17079,                0.19138,                  0.103,                0.03322,                 2.6329,                 2.5624,                 1.3653,               0.000538,               0.000538,               0.000538
                    142,                 1.7538,                 1.1544,                 1.0046,                0.20919,                0.18825,                0.10971,                0.03474,                 2.6353,                 2.5979,                   1.36,              0.0005347,              0.0005347,              0.0005347
                    143,                 1.7349,                 1.1423,                 1.0072,                0.16733,                0.20094,                0.10184,                0.03373,                 2.6009,                 2.5544,                 1.3639,              0.0005314,              0.0005314,              0.0005314
                    144,                  1.721,                 1.1182,                0.99763,                0.19155,                0.21383,                0.11272,                 0.0336,                 2.6521,                  2.587,                 1.3763,              0.0005281,              0.0005281,              0.0005281
                    145,                 1.7137,                 1.1266,                 1.0038,                0.17984,                0.19329,                0.11012,                0.03572,                 2.6221,                 2.6548,                 1.3567,              0.0005248,              0.0005248,              0.0005248
                    146,                 1.7429,                 1.1507,                 1.0107,                0.15114,                0.20897,                0.09969,                0.03267,                 2.6408,                 2.6331,                 1.3748,              0.0005215,              0.0005215,              0.0005215
                    147,                 1.7288,                 1.1381,                 1.0082,                0.19814,                0.20533,                0.11396,                0.03584,                 2.6023,                 2.5783,                 1.3493,              0.0005182,              0.0005182,              0.0005182
